fecha,humedad_media_dia,humedad_min_dia,humedad_max_dia,temp_suelo_media_dia,temp_suelo_min_dia,temp_suelo_max_dia,bateria_media_dia_mv,panel_solar_media_dia_mv,variacion_humedad_dia,n_registros_dia
2024-04-11,42.537708333333335,42.116249999999994,42.72875,15.88671875,14.19,21.55,6680.458333333333,5380.583333333333,0.6125000000000043,24
2024-04-12,41.91307291666667,41.57625,42.11,16.343229166666667,14.81,22.14,6680.791666666667,5293.916666666667,0.5337499999999977,24
2024-04-13,41.38885416666667,41.03875000000001,41.56125,16.745885416666667,15.15,23.32,6683.291666666667,5304.083333333333,0.5224999999999937,24
2024-04-14,40.828541666666666,40.52625,41.03,17.25255208333333,15.98,24.27,6686.041666666667,5351.458333333333,0.5037500000000037,24
2024-04-15,40.37880208333333,40.098749999999995,40.519999999999996,17.681770833333335,16.23,25.07,6681.791666666667,5308.25,0.42125000000000057,24
2024-04-16,39.97604166666667,39.69625,40.11,18.278541666666666,16.57,26.01,6688.833333333333,5361.125,0.4137500000000003,24
2024-04-17,39.51916666666667,39.238749999999996,39.675,18.726197916666667,16.86,26.26,6687.333333333333,5437.125,0.43625000000000114,24
2024-04-18,39.08947916666667,38.871249999999996,39.21875,19.16796875,17.26,25.34,6692.458333333333,5447.375,0.3475000000000037,24
2024-04-19,38.815989583333334,38.6175,38.92875,19.256927083333334,17.62,24.62,6689.208333333333,5419.25,0.31125000000000114,24
2024-04-20,38.48083333333333,38.24875,38.59,19.203802083333333,17.87,23.44,6688.916666666667,5389.458333333333,0.3412500000000023,24
2024-04-21,38.33921875,37.94375,39.79,19.048020833333332,17.17,24.86,6685.25,5206.083333333333,1.8462499999999977,24
2024-04-22,39.6159375,39.29,39.7825,18.81833333333333,16.83,23.09,6689.958333333333,5608.958333333333,0.4924999999999997,24
2024-04-23,39.04661458333333,38.7,39.267500000000005,18.282552083333332,15.28,21.08,6683.541666666667,5553.625,0.5675000000000026,24
2024-04-24,38.50296875,38.176249999999996,38.68875,17.69078125,14.01,20.84,6688.291666666667,5583.75,0.5125000000000028,24
2024-04-25,37.95791666666667,37.66,38.155,17.533020833333335,14.41,20.72,6690.75,5586.0,0.49500000000000455,24
2024-04-26,37.50890625,37.230000000000004,37.6575,17.469166666666666,14.9,18.83,6695.583333333333,5597.833333333333,0.4274999999999949,24
2024-04-27,38.75302083333333,37.2525,39.870000000000005,17.274375,14.83,18.41,6679.5,5188.75,2.617500000000007,24
2024-04-28,39.604427083333334,39.31625,39.761250000000004,16.995,14.22,19.77,6692.083333333333,5620.291666666667,0.4450000000000074,24
2024-04-29,39.19979166666666,38.93625,39.33625,16.68796875,13.66,17.41,6684.666666666667,5548.083333333333,0.3999999999999986,24
2024-04-30,38.77380208333333,38.53375,38.9225,16.346145833333335,13.65,17.29,6691.666666666667,5529.5,0.3887500000000017,24
2024-05-01,40.374843750000004,38.558749999999996,41.21875,16.16703125,13.98,17.07,6687.5,5504.416666666667,2.6600000000000037,24
2024-05-02,40.4671875,40.1875,40.59125,15.846770833333332,12.36,17.45,6690.333333333333,5635.708333333333,0.4037500000000023,24
2024-05-03,39.98713541666667,39.61,40.182500000000005,15.910260416666667,13.0,18.83,6684.583333333333,5475.666666666667,0.5725000000000051,24
2024-05-04,39.35942708333334,38.93875,39.60375,16.32203125,13.99,20.48,6684.291666666667,5467.291666666667,0.6649999999999991,24
2024-05-05,38.79677083333333,38.4375,38.98,16.743802083333332,14.93,20.04,6697.375,5715.708333333333,0.5424999999999969,24
2024-05-06,38.27130208333333,37.85625,38.46625,17.311354166666668,16.66,21.31,6689.708333333333,5361.083333333333,0.6099999999999994,24
2024-05-07,37.655572916666664,37.25875,37.864999999999995,17.674791666666668,15.75,22.73,6690.375,5405.0,0.6062499999999957,24
2024-05-08,37.01322916666667,36.599999999999994,37.2625,18.161145833333332,16.68,23.32,6694.625,5543.25,0.6625000000000085,24
